,oid,expid,hjd,bjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
23,532109200004278,56116974,2458315.672344172,58315.172141687566,16.2353363,0.0141505394,0,zg,238.2336913,12.9120746,0.409000009,-0.00200000009,20180716169722,532,0x9,0x2,20.6800003,26.0745811,0.0354903899,-0.070378609,2.01343919e-05,30,1.08099997,1
24,532109200004278,57424145,2458328.7439310187,58328.24286059339,16.5895004,0.0153966574,0,zg,238.2337008,12.9120742,0.986999989,-0.0520000011,20180729241146,532,0x9,0x2,20.7800007,28.0873795,0.023720691,-0.06559591,7.79725087e-06,180,1.37600005,2
25,532109200004278,57817335,2458332.6746465564,58332.17444422585,16.5851307,0.0153774032,0,zg,238.2336865,12.9121117,0.720000029,0.0599999987,20180802173310,532,0x9,0x2,21.3199997,26.1478291,0.0302597098,-0.040625371,1.23855079e-05,30,1.14300001,1
26,532109200004278,58223474,2458336.735705208,58336.235502914045,16.3052139,0.0143500436,0,zg,238.2336963,12.912097,0.600000024,0.023,20180806234676,532,0x9,0x2,21.1599998,26.179142,0.0309417415,-0.0285851918,1.28217434e-05,30,1.48699999,1
27,532109200004278,58917082,2458343.6712098,58343.17100757529,16.3957253,0.014640375,0,zg,238.233682,12.9120795,0.750999987,-0.0399999991,20180813170799,532,0x9,0x2,21.4599991,26.1436882,0.0282674134,-0.0643976331,1.05597446e-05,30,1.22899997,1
28,532109200004278,59214869,2458346.648833252,58346.14863105569,16.2705956,0.0142486226,0,zg,238.2336996,12.9120784,1.59099996,0.064000003,20180816148681,532,0x9,0x2,20.5599995,26.1470795,0.0383202955,-0.0402788706,2.44063467e-05,30,1.18200004,1
29,532109200004278,61019181,2458364.690487518,58364.19028551487,16.4242001,0.0147395954,0,zg,238.2336966,12.9120733,0.555000007,-0.0160000008,20180903191748,532,0x9,0x2,21.2800007,26.0677299,0.0282785427,-0.0515467301,1.0707985e-05,30,1.84300005,1
30,532109200004278,61419443,2458368.692791179,58368.19258921709,16.5691967,0.0153081072,0,zg,238.2337362,12.9120643,1.06900001,-0.00200000009,20180907194387,532,0x9,0x2,20.7299995,26.0843792,0.0354049318,-0.0682250559,1.90573774e-05,30,2.07399988,1
31,532109200004278,72652828,2458481.024999429,58480.52479901841,16.2755127,0.0142627172,0,zg,238.2337134,12.912069,1.15199995,0.0189999994,20181228528275,532,0x9,0x2,19.2099991,25.990387,0.0454971418,-0.00677374005,9.72947746e-05,30,2.28299999,1
32,532109200004278,74848174,2458502.979985338,58502.47978529349,16.2877789,0.014298317,0,zg,238.2336782,12.9119846,0.785000026,-0.0140000004,20190119481748,532,0x9,0x2,18.8700008,25.9456215,0.0412027948,-0.0210361425,0.000123826234,30,1.96500003,1
33,532109200004278,75149657,2458505.995049218,58505.49484922074,16.2543068,0.0142026665,0,zg,238.2336558,12.9120348,0.634000003,0.0460000001,20190122496574,532,0x9,0x2,18.3600006,26.1492577,0.047357291,-0.0220824238,0.000311536482,30,1.64600003,1
34,532109200004278,75355070,2458508.049345736,58507.5491457752,16.3126354,0.0143724633,0,zg,238.233689,12.9120704,0.633000016,0.00400000019,20190124550671,532,0x9,0x2,19.7800007,26.1799145,0.0376148149,-0.032696683,4.09160457e-05,30,1.23300004,1
35,532109200004278,75750210,2458512.001068296,58511.50086840083,16.4458351,0.0148176113,0,zg,238.2336457,12.9120718,0.493999988,-0.0140000004,20190128502106,532,0x9,0x2,20.3799992,26.0410004,0.0413412675,-0.0183062684,3.18705061e-05,30,1.44500005,1
36,532109200004278,76851755,2458523.017444039,58522.51724434253,16.240654,0.0141650019,0,zg,238.2336702,12.9121094,0.386000007,-0.0,20190208517546,532,0x9,0x2,20.7299995,26.1882381,0.0348996446,-0.0161551386,1.79178278e-05,30,1.20299995,1
37,532109200004278,77254564,2458527.045876754,58526.545677130714,16.2725964,0.0142543418,0,zg,238.2336738,12.9121275,0.834999979,-0.00200000009,20190212545637,532,0x9,0x2,20.3400002,25.9158287,0.0394620784,-0.0213010423,2.68817985e-05,30,1.10599995,1
38,532109200004278,79339451,2458547.896472927,58547.39627369965,16.380249,0.0145880673,0,zg,238.2336567,12.9120808,0.675000012,0.0,20190305394479,532,0x9,0x2,21.0200005,26.120533,0.0313274972,-0.0290392879,1.31597699e-05,30,1.52100003,1
39,532109200004278,80247998,2458556.982641336,58556.48244228872,16.2194099,0.0141079202,0,zg,238.2336593,12.9120564,0.913999975,-0.0189999994,20190314479988,532,0x9,0x2,20.9099998,26.217001,0.0312775224,-0.0438505858,1.34823094e-05,30,1.08599997,1
40,532109200004278,80648249,2458560.9854398537,58560.48524088826,16.3584251,0.0145162055,0,zg,238.2336689,12.9120633,0.981999993,-0.0460000001,20190318482500,532,0x9,0x2,20.8099995,26.2399845,0.0316811688,-0.0549067333,1.48211111e-05,30,1.07799995,1
41,532109200004278,82148348,2458575.9873711886,58575.4871725357,16.2814751,0.0142799383,0,zg,238.2336901,12.9120456,0.629000008,-0.0179999992,20190402483414,532,0x9,0x2,21.1499996,26.0060158,0.035418503,-0.0825042948,1.69917857e-05,30,1.09500003,1
42,532109200004278,82645746,2458580.9616151094,58580.46141656253,16.5616417,0.0152757382,0,zg,238.2336892,12.9120516,0.972000003,-0.0199999996,20190407457442,532,0x9,0x2,20.9699993,25.9452057,0.0329682268,-0.0685441792,1.56539063e-05,30,1.08299994,1
43,532109200004278,82939692,2458583.9012125726,58583.40101408696,16.1992397,0.0140554141,0,zg,238.2336567,12.9120402,0.813000023,-0.0120000001,20190410396528,532,0x9,0x2,20.9200001,26.107645,0.032902699,-0.0590569079,1.50404931e-05,30,1.09599996,1
44,532109200004278,83845449,2458592.959150529,58592.4589522435,16.5489616,0.0152221201,0,zg,238.2336934,12.912041,0.35800001,-0.00400000019,20190419454479,532,0x9,0x2,19.5499992,26.1985989,0.0375265181,-0.0587554276,4.86585668e-05,30,1.12300003,1
45,532109200004278,84346116,2458597.9659870923,58597.46578891747,16.2470818,0.0141826384,0,zg,238.233678,12.9120486,1.20700002,-0.0719999969,20190424461157,532,0x9,0x2,20.9699993,26.1992245,0.0285606291,-0.0782265589,1.16725942e-05,30,1.17299998,1
46,532109200004278,84534756,2458599.852785665,58599.35224031158,16.607399,0.0154766347,0,zg,238.2336729,12.9120714,1.16999996,-0.0399999991,20190426347477,532,0x9,0x2,21.9899998,27.2213783,0.0244590156,-0.0356223211,7.95400138e-06,90,1.10399997,2
47,532109200004278,85431563,2458608.820680788,58608.32048286056,16.5891247,0.0153949996,0,zg,238.2336843,12.9120809,0.796000004,-0.00899999961,20190505315637,532,0x9,0x2,21.0400009,26.1137543,0.0300646946,-0.0384425968,1.22635283e-05,30,1.11600006,1
48,532109200004278,86227462,2458616.779734395,58616.279536649075,16.4950943,0.0150039513,0,zg,238.2336595,12.9120398,0.175999999,-0.0270000007,20190513274618,532,0x9,0x2,20.8600006,26.0972214,0.0330439098,-0.0498018488,1.63227687e-05,30,1.15999997,1
49,532109200004278,86527415,2458619.779259496,58619.27906182098,16.4055176,0.01467406,0,zg,238.2336702,12.9120513,0.731999993,-0.0240000002,20190516274155,532,0x9,0x2,19.7099991,26.1170177,0.0371511616,-0.0356168412,4.27438354e-05,30,1.13999999,1
50,532109200004278,87834122,2458632.846182989,58632.345985624284,16.4554882,0.0148531608,0,zg,238.2336779,12.9120548,0.335999995,0.0149999997,20190529341227,532,0x9,0x2,21.3199997,26.1593246,0.0274376422,-0.0710972175,9.88145894e-06,30,1.11500001,1
51,532109200004278,88121283,2458635.7177275494,58635.217530255075,16.5562134,0.0152526824,0,zg,238.2336606,12.9120622,1.23800004,-0.00899999961,20190601212836,532,0x9,0x2,21.9699993,26.1144772,0.0247140024,-0.0636781156,8.04170486e-06,30,1.19000006,1
52,532109200004278,88431633,2458638.821141194,58638.32094397379,16.3414307,0.0144617558,0,zg,238.2336808,12.9120511,0.546000004,-0.0560000017,20190604316296,532,0x9,0x2,21.5599995,26.1492977,0.026608618,-0.0842361227,9.31088289e-06,30,1.102,1
53,532109200004278,89220865,2458646.7132030707,58646.21300604343,16.3366013,0.014446523,0,zg,238.233682,12.9120544,0.862999976,0.00300000003,20190612208542,532,0x9,0x2,20.75,26.1471577,0.0306828395,-0.0307842605,1.52073953e-05,30,1.12300003,1
54,532109200004278,89321218,2458647.716693929,58647.21649692736,16.5728474,0.0153238578,0,zg,238.2336678,12.9120566,0.768999994,-0.0189999994,20190613211898,532,0x9,0x2,20.2999992,26.180582,0.0382408798,-0.035590671,2.77501822e-05,30,1.11099994,1
55,532109200004278,89619265,2458650.6970332,58650.196836272546,16.7015324,0.0159281157,0,zg,238.2336566,12.9120583,1.25600004,0.0670000017,20190616192650,532,0x9,0x2,19.9099998,26.1275673,0.0372548103,-0.0269471873,4.09681088e-05,30,1.13300002,1
56,532109200004278,89927434,2458653.778584065,58653.27838721269,16.3162403,0.0143834418,0,zg,238.2336856,12.912051,0.713,-0.0399999991,20190619274294,532,0x9,0x2,20.5499992,26.1384201,0.0337753855,-0.0415180847,2.06153254e-05,30,1.10000002,1
57,532109200004278,90321004,2458657.7140968647,58657.213900111485,16.6064987,0.0154725704,0,zg,238.2336793,12.9120584,0.404000014,0.0250000004,20190623210046,532,0x9,0x2,21.4799995,26.1308022,0.0273762643,-0.0508221798,1.02408894e-05,30,1.08200002,1
58,532109200004278,90921180,2458663.715529194,58663.21533259168,16.5731773,0.0153252855,0,zg,238.233689,12.9120483,0.948000014,-0.0120000001,20190629211806,532,0x9,0x2,21.7600002,26.1666164,0.0254515894,-0.077711165,8.63992591e-06,30,1.07599998,1
59,532109200004278,91220908,2458666.7126321094,58666.212435584064,16.5881729,0.0153907947,0,zg,238.2336789,12.9120506,0.545000017,0.0480000004,20190702208808,532,0x9,0x2,21.6900005,26.1783466,0.0277604293,-0.0544273704,1.04721212e-05,30,1.07599998,1
60,532109200004278,92129900,2458675.8019636874,58675.301767395445,16.5761051,0.0153379776,0,zg,238.2336841,12.9120489,1.19400001,-0.0149999997,20190711299005,532,0x9,0x2,20.6499996,26.1077042,0.0310485102,-0.0448812395,1.59388692e-05,30,1.41600001,1
61,532109200004278,92427103,2458678.77378252,58678.27358630547,16.5528564,0.0152385011,0,zg,238.233696,12.9120842,0.95599997,0.0350000001,20190714271030,532,0x9,0x2,20.3199997,26.1627216,0.0378707647,-0.0439871997,2.88138144e-05,30,1.29700005,1
62,532109200004278,93018993,2458684.692252992,58684.19205693207,16.369648,0.0145528829,0,zg,238.2336738,12.9120427,1.06400001,-0.0839999989,20190720189896,532,0x9,0x2,21.6100006,26.2095928,0.0250962712,-0.095280014,8.41047586e-06,30,1.10000002,1
63,532109200004278,93619243,2458690.694295163,58690.19409926166,16.2107143,0.0140850851,0,zg,238.2336715,12.9120328,0.676999986,0.0659999996,20190726192419,532,0x9,0x2,21.6800003,26.0832481,0.0260924846,-0.063219443,9.03187538e-06,30,1.13399994,1
64,532109200004278,93923378,2458693.7354103103,58693.23521448888,16.5697689,0.0153105725,0,zg,238.2336943,12.9120402,0.611999989,0.0209999997,20190729233773,532,0x9,0x2,21.3299999,26.0367107,0.0272266362,-0.0422602259,9.93854155e-06,30,1.31599998,1
65,532109200004278,95124826,2458705.7489145026,58705.24871900585,16.5517693,0.0152339218,0,zg,238.2336904,12.912065,0.635999978,0.0689999983,20190810248264,532,0x9,0x2,20.2399998,26.024332,0.0401075669,-0.00971832778,3.48292524e-05,30,1.70899999,1
66,532109200004278,95417475,2458708.675165716,58708.1749702986,16.3434029,0.0144680049,0,zg,238.2336887,12.9120407,0.727999985,0.0149999997,20190813174757,532,0x9,0x2,20.5499992,26.1141548,0.0349518396,-0.0239482801,2.22472136e-05,30,1.23099995,1
67,532109200004278,95814896,2458712.6490495377,58712.14885423023,16.4899483,0.0149839055,0,zg,238.233679,12.91204,0.368000001,0.00999999978,20190817148924,532,0x9,0x2,20.8799992,26.1660252,0.0331795029,-0.0502948463,1.63892146e-05,30,1.17799997,1
68,532109200004278,96115371,2458715.653546227,58715.153351001514,16.3448219,0.0144725181,0,zg,238.2336867,12.912034,0.676999986,0.0130000003,20190820153704,532,0x9,0x2,21.5,26.1636658,0.0267705154,-0.076516062,9.60837042e-06,30,1.22399998,1
69,532109200004278,96415596,2458718.6555438493,58718.1553487073,16.2531433,0.0141994273,0,zg,238.2336854,12.9120484,0.370000005,-0.00999999978,20190823155961,532,0x9,0x2,21.5,26.1139164,0.0264964756,-0.0526962616,9.41111102e-06,30,1.26800001,1
70,532109200004278,96915128,2458723.6504593887,58723.150264386764,16.5121422,0.0150713408,0,zg,238.233682,12.9120403,0.634000003,0.0130000003,20190828151285,532,0x9,0x2,21.2999992,26.0843067,0.0315217078,-0.0553136989,1.31342022e-05,30,1.31299996,1
71,532109200004278,97414633,2458728.6451042444,58728.14490938088,16.5217342,0.0151099227,0,zg,238.2336949,12.9120616,0.970000029,0.0590000004,20190902146319,532,0x9,0x2,21.3099995,25.9870872,0.0298352148,-0.0405874923,1.2370625e-05,30,1.36300004,2
72,532109200004278,98017004,2458734.6683492605,58734.168154568135,16.2011032,0.0140602011,0,zg,238.2336925,12.9120394,0.550000012,-0.0170000009,20190908170046,532,0x9,0x2,20.2900009,26.0594978,0.0362432823,-0.0318902209,2.60236102e-05,30,1.72000003,1
73,532109200004278,99512884,2458749.6260731034,58749.12587884083,16.232151,0.0141419321,0,zg,238.2337029,12.9121197,1.01900005,0.0240000002,20190923128831,532,0x9,0x2,20.2800007,25.9580746,0.0392806977,0.00730921701,2.88330157e-05,30,1.71700001,1
74,532109200004278,100614553,2458760.642091688,58760.14189775044,16.5518398,0.015234217,0,zg,238.2337006,12.9120742,0.458999991,-0.00999999978,20191004145532,532,0x9,0x2,20.0200005,25.871603,0.0424026214,-0.0019109915,4.15420982e-05,30,2.70900011,1
75,532109200004278,109852532,2458853.022459632,58852.52226861482,16.2776451,0.0142688612,0,zg,238.2336552,12.9120487,0.344999999,-0.00700000022,20200104525312,532,0x9,0x2,20.9899998,26.114006,0.0377451442,-0.0495704524,2.04030566e-05,30,1.93099999,1
76,532109200004278,110750401,2458862.001780472,58861.50158975367,16.2735405,0.0142570464,0,zg,238.2336626,12.9120737,1.01300001,0.0170000009,20200113504016,532,0x9,0x2,19.1100006,26.1004848,0.0394516662,-0.00989734847,8.40930952e-05,30,1.87899995,1
77,532109200004278,112552040,2458880.019595896,58879.51940579062,16.5904922,0.0154010411,0,zg,238.2337015,12.9120737,0.643000007,-0.00600000005,20200131520405,532,0x9,0x2,20.0799999,26.2000084,0.0392987616,-0.0391586609,3.39657636e-05,30,1.28600001,1
78,532109200004278,112948282,2458883.9823469925,58883.48215702073,16.2964554,0.0143238967,0,zg,238.2336722,12.912044,1.273,0.00499999989,20200204482801,532,0x9,0x2,20.1100006,26.1429634,0.0435317904,-0.0359940492,4.02991354e-05,30,1.45099998,1
79,532109200004278,113249917,2458886.99895606,58886.49876619179,16.220356,0.0141104236,0,zg,238.2336732,12.9120382,0.799000025,0.0489999987,20200207499167,532,0x9,0x2,20.2700005,26.2369251,0.0397161767,-0.0246789735,3.30389048e-05,30,1.296,1
80,532109200004278,113747827,2458891.978476239,58891.478286539714,16.5803051,0.0153562659,0,zg,238.2336589,12.9120532,0.703999996,-0.0160000008,20200212478275,532,0x9,0x2,20.3500004,26.2106552,0.0369296297,-0.0377489738,2.59616136e-05,30,1.33500004,1
81,532109200004278,114056292,2458895.0633911365,58894.563201545316,16.2167664,0.0141009483,0,zg,238.2336764,12.9120494,0.423999995,-0.0270000007,20200215562917,532,0x9,0x2,20.6000004,26.2662029,0.0341346115,-0.0381765366,1.91703602e-05,30,1.08000004,1
82,532109200004278,115054704,2458905.04835078,58904.54816153205,16.3845634,0.0146025363,0,zg,238.2336492,12.9120543,0.465999991,0.00200000009,20200225547049,532,0x9,0x2,21.0200005,26.2444572,0.0423663259,-0.0768228546,2.52787213e-05,30,1.07599998,1
83,532109200004278,116048193,2458914.9840359567,58914.48384705851,16.3796005,0.014585902,0,zg,238.2336705,12.9120404,0.704999983,-0.0769999996,20200306481921,532,0x9,0x2,20.9099998,25.9613419,0.0377885886,-0.0470170304,2.18229998e-05,30,1.10800004,1
84,532109200004278,120237690,2458956.881521984,58956.381334590806,16.4831657,0.0149576981,0,zg,238.2336633,12.912032,0.902999997,-0.0500000007,20200417376910,532,0x9,0x2,21.6499996,26.1972713,0.0391664915,-0.105188817,2.02944721e-05,30,1.09500003,1
85,532109200004278,120933555,2458963.840391234,58963.3402040984,16.4137516,0.0147027364,0,zg,238.2336738,12.9120276,0.990999997,0.0920000002,20200424335544,532,0x9,0x2,21.5699997,26.2073765,0.0271660201,-0.0524282493,9.89914861e-06,30,1.13199997,2
86,532109200004278,121035844,2458964.863312078,58964.363124981086,16.567215,0.0152995819,0,zg,238.2336702,12.9120375,0.675000012,0.064000003,20200425358414,532,0x9,0x2,21.5599995,26.2355137,0.0254606083,-0.0660671219,8.76844297e-06,30,1.09099996,1
87,532109200004278,121342177,2458967.926707043,58967.42652005884,16.3719673,0.0145605383,0,zg,238.2336687,12.9120292,0.55400002,-0.0549999997,20200428421725,532,0x9,0x2,21.5300007,26.22122,0.0423593409,-0.104777716,2.4243589e-05,30,1.11099994,1
88,532109200004278,122044990,2458974.954962456,58974.45477573468,16.4261532,0.014746543,0,zg,238.2336785,12.9120255,0.588999987,-0.0299999993,20200505449873,532,0x9,0x2,20.3999996,26.2460995,0.0351967402,-0.0508824065,2.48493652e-05,30,1.24899995,1
89,532109200004278,122639954,2458980.90465025,58980.40446375335,16.1954975,0.0140458513,0,zg,238.2336771,12.9120303,0.934000015,-0.0410000011,20200511399549,532,0x9,0x2,20.5900002,26.2725105,0.0367334113,-0.0549518429,2.30545029e-05,30,1.13800001,1
90,532109200004278,123324741,2458987.7525124834,58987.252326246045,16.5611992,0.0152738532,0,zg,238.2336667,12.9120281,0.409000009,-0.0199999996,20200518247419,532,0x9,0x2,21.8899994,26.2510681,0.039591305,-0.107613631,2.09025202e-05,30,1.19500005,1
91,532109200004278,123731401,2458991.8190735434,58991.31888746153,16.275959,0.0142639987,0,zg,238.233678,12.9120356,0.726999998,-0.0439999998,20200522314016,532,0x9,0x2,21.6100006,26.2658882,0.0422156379,-0.0982662067,2.35625248e-05,30,1.07599998,1
92,532109200004278,124027065,2458994.775676195,58994.27549022687,16.5861053,0.0153816901,0,zg,238.2336642,12.9120367,0.698000014,-0.0240000002,20200525270637,532,0x9,0x2,21.9099998,26.2404423,0.0377162173,-0.106001653,1.89620478e-05,30,1.09800005,1
93,532109200004278,124625472,2459000.759619208,59000.25943346982,16.5716667,0.0153187569,0,zg,238.2336566,12.9120358,0.758000016,0.0680000037,20200531254595,532,0x9,0x2,21.0100002,26.2657795,0.0323539749,-0.0519994497,1.50336591e-05,30,1.097,1
94,532109200004278,125120810,2459005.7128637293,59005.21267818278,16.5690804,0.0153076025,0,zg,238.2336773,12.912029,0.289000005,-0.0350000001,20200605208032,532,0x9,0x2,19.9200001,26.258728,0.0383688547,-0.039081268,4.09067397e-05,30,1.16499996,1
95,532109200004278,125525148,2459009.7561094803,59009.255924092125,16.4531765,0.0148446066,0,zg,238.2336777,12.912045,0.796999991,0.00300000003,20200609251470,532,0x9,0x2,20.8600006,26.3118229,0.0359327793,-0.0521428883,1.90883511e-05,30,1.07799995,1
96,532109200004278,125526545,2459009.770078883,59009.2698934955,16.2950439,0.0143197142,0,zg,238.2336708,12.9120443,0.442999989,-0.00300000003,20200609265440,532,0x9,0x2,20.7199993,26.3204365,0.0344885662,-0.0439707562,1.92194657e-05,30,1.07599998,1
97,532109200004278,125829474,2459012.7992590363,59012.29907376609,16.3117294,0.014369715,0,zg,238.2336744,12.9120305,1.01499999,0.0489999987,20200612294734,532,0x9,0x2,21.7399998,26.3171902,0.0401434414,-0.0946635827,2.14780248e-05,30,1.10500002,1
98,532109200004278,126220069,2459016.7050446416,59016.20485952596,16.3599091,0.0145210214,0,zg,238.2336712,12.9120453,0.811999977,0.0179999992,20200616200694,532,0x9,0x2,21.7800007,26.2682991,0.0364730991,-0.085672453,1.7700946e-05,30,1.11300004,1
99,532109200004278,126525283,2459019.7570455573,59019.25686056286,16.5596428,0.0152672259,0,zg,238.2336621,12.9120642,1.00999999,-0.0379999988,20200619252812,532,0x9,0x2,21.7199993,26.2682991,0.0432059988,-0.100814998,2.53635008e-05,30,1.08000004,1
100,532109200004278,126820317,2459022.707235497,59022.20705061642,16.5381775,0.0151772071,0,zg,238.2336828,12.9120361,0.538999975,-0.00600000005,20200622203160,532,0x9,0x2,21.75,26.2990131,0.0396448486,-0.100380383,2.12201739e-05,30,1.08800006,1
101,532109200004278,127123040,2459025.734309784,59025.234125022595,16.5755062,0.0153353801,0,zg,238.233683,12.9120248,1.04400003,0.0379999988,20200625230382,532,0x9,0x2,21.6000004,25.9445934,0.0420620814,-0.0956199095,2.38900557e-05,30,1.07700002,1
102,532109200004278,127419969,2459028.703437964,59028.20325332076,16.5946922,0.0154196685,0,zg,238.2336872,12.9120291,0.791999996,-0.057,20200628199688,532,0x9,0x2,20.9699993,26.2483025,0.0302751772,-0.0399656333,1.34035672e-05,30,1.07799995,1
103,532109200004278,127719030,2459031.693863864,59031.193679340235,16.5854111,0.0153786326,0,zg,238.2336747,12.9120355,0.435000002,0.0309999995,20200701190278,532,0x9,0x2,20.3500004,26.2515469,0.0357916579,-0.0300544798,2.59775243e-05,30,1.079,1
